"WMFDH_SAMPLE_ID","WMFDH_MACRO_FAMILY"
"40.95051_-73.79818_20220918","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"40.95051_-73.79818_20220918","(HEMIPTERA) OTHER"
"40.95051_-73.79818_20220918","(DIPTERA) TIPULIDAE"
"42.40614_-76.59763_20220915","(COLEOPTERA) PSEPHENIDAE"
"42.40614_-76.59763_20220915","(MEGALOPTERA) CORYDALIDAE"
"42.40614_-76.59763_20220915","(DIPTERA) ATHERICIDAE"
"42.40614_-76.59763_20220915","(PLECOPTERA) PERLIDAE"
"42.40614_-76.59763_20220915","(ODONATA: ANISOPTERA) AESHNIDAE"
"42.40614_-76.59763_20220915","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.40614_-76.59763_20220915","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.40614_-76.59763_20220915","(ODONATA: ZYGOPTERA) CALOPTERYGIDAE"
"42.40614_-76.59763_20220915","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.40614_-76.59763_20220915","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.40614_-76.59763_20220915","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.42727750298675_-73.67594242210386_20220930","(COLEOPTERA) CURCULIONIDAE"
"42.42727750298675_-73.67594242210386_20220930","(EPHEMEROPTERA) BAETIDAE"
"42.42727750298675_-73.67594242210386_20220930","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.42727750298675_-73.67594242210386_20220930","(COLEOPTERA) ELMIDAE"
"42.42727750298675_-73.67594242210386_20220930","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.42727750298675_-73.67594242210386_20220930","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.42727750298675_-73.67594242210386_20220930","(DIPTERA) TIPULIDAE"
"42.42727750298675_-73.67594242210386_20220930","(MEGALOPTERA) CORYDALIDAE"
"42.42727750298675_-73.67594242210386_20220930","(ODONATA: ZYGOPTERA) COENAGRIONIDAE"
"42.42727750298675_-73.67594242210386_20220930","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.42727750298675_-73.67594242210386_20220930","(COLEOPTERA) PSEPHENIDAE"
"42.42727750298675_-73.67594242210386_20220930","(WORMLIKE) TURBELLARIA"
"42.39217_-76.59734_20220926","(DIPTERA) ATHERICIDAE"
"42.39217_-76.59734_20220926","(DIPTERA) LIMONIIDAE"
"42.39217_-76.59734_20220926","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.39217_-76.59734_20220926","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.39217_-76.59734_20220926","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.39217_-76.59734_20220926","(ODONATA: ZYGOPTERA) CALOPTERYGIDAE"
"42.39217_-76.59734_20220926","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.39217_-76.59734_20220926","(PLECOPTERA) PERLIDAE"
"42.39217_-76.59734_20220926","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.39217_-76.59734_20220926","(WORMLIKE) OTHER"
"42.614403_-78.0116643_20220903","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.614403_-78.0116643_20220903","(MOLLUSCA: GASTROPODA) "
"42.614403_-78.0116643_20220903","(EPHEMEROPTERA) BAETIDAE"
"42.614403_-78.0116643_20220903","(COLEOPTERA) PSEPHENIDAE"
"42.614403_-78.0116643_20220903","(DIPTERA) TIPULIDAE"
"42.614403_-78.0116643_20220903","(TRICHOPTERA) HYDROPTILIDAE"
"42.614403_-78.0116643_20220903","(PLECOPTERA) PERLIDAE"
"42.614403_-78.0116643_20220903","(TRICHOPTERA) OTHER"
"42.614403_-78.0116643_20220903","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.14556_-73.994167_20220826","(WORMLIKE) OTHER"
"41.14556_-73.994167_20220826","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"41.14556_-73.994167_20220826","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"41.14556_-73.994167_20220826","(ODONATA: ANISOPTERA) GOMPHIDAE"
"41.14556_-73.994167_20220826","(HEMIPTERA) OTHER"
"41.14556_-73.994167_20220826","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.14556_-73.994167_20220826","(TRICHOPTERA) PHILOPOTAMIDAE"
"41.14556_-73.994167_20220826","(COLEOPTERA) ELMIDAE"
"41.14556_-73.994167_20220826","(DIPTERA) TIPULIDAE"
"41.14556_-73.994167_20220826","(COLEOPTERA) CURCULIONIDAE"
"41.087683_-73.917535_20220814","(TRICHOPTERA) HYDROPTILIDAE"
"41.087683_-73.917535_20220814","(DIPTERA) UNDET. DIPTERA"
"41.087683_-73.917535_20220814","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"41.09128_-74.08314_20220801","(MOLLUSCA: GASTROPODA) PHYSIDAE"
"41.09128_-74.08314_20220801","(DIPTERA) TIPULIDAE"
"41.09128_-74.08314_20220801","(WORMLIKE) OLIGOCHAETA"
"41.09128_-74.08314_20220801","(WORMLIKE) OTHER"
"41.132693_-74.0080694_Invalid Date","(WORMLIKE) OLIGOCHAETA"
"41.132693_-74.0080694_Invalid Date","(DIPTERA) TIPULIDAE"
"41.132693_-74.0080694_Invalid Date","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"41.132693_-74.0080694_Invalid Date","(EPHEMEROPTERA) BAETIDAE"
"41.132693_-74.0080694_Invalid Date","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.132693_-74.0080694_Invalid Date","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"41.132693_-74.0080694_Invalid Date","(WORMLIKE) OTHER"
"41.20014_-74.02658_Invalid Date","(MEGALOPTERA) CORYDALIDAE"
"41.20014_-74.02658_Invalid Date","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.20014_-74.02658_Invalid Date","(EPHEMEROPTERA) HEPTAGENIIDAE"
"41.20014_-74.02658_Invalid Date","(COLEOPTERA) DYTISCIDAE"
"41.20014_-74.02658_Invalid Date","(WORMLIKE) OLIGOCHAETA"
"41.20014_-74.02658_Invalid Date","(TRICHOPTERA) PHILOPOTAMIDAE"
"41.20014_-74.02658_Invalid Date","(HEMIPTERA) OTHER"
"41.13387_-73.94326_Invalid Date","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"41.13387_-73.94326_Invalid Date","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.13387_-73.94326_Invalid Date","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"41.13387_-73.94326_Invalid Date","(WORMLIKE) HIRUDINEA"
"41.145908_-74.1143819_Invalid Date","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"41.145908_-74.1143819_Invalid Date","(DIPTERA) TIPULIDAE"
"41.145908_-74.1143819_Invalid Date","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.145908_-74.1143819_Invalid Date","(COLEOPTERA) PSEPHENIDAE"
"41.145908_-74.1143819_Invalid Date","(ODONATA: ZYGOPTERA) COENAGRIONIDAE"
"41.145908_-74.1143819_Invalid Date","(MEGALOPTERA) CORYDALIDAE"
"41.145908_-74.1143819_Invalid Date","(MOLLUSCA: BIVALVIA) CORBICULIDAE"
"41.145908_-74.1143819_Invalid Date","(EPHEMEROPTERA) ISONYCHIIDAE"
"41.145908_-74.1143819_Invalid Date","(EPHEMEROPTERA) BAETIDAE"
"41.145908_-74.1143819_Invalid Date","(EPHEMEROPTERA) OTHER"
"40.90606579006306_-73.8137249505859_20220730","(OTHER) "
"40.90606579006306_-73.8137249505859_20220730","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.4893_-74.95855_20220803","(EPHEMEROPTERA) BAETIDAE"
"42.4893_-74.95855_20220803","(TRICHOPTERA) OTHER"
"42.4893_-74.95855_20220803","(COLEOPTERA) PSEPHENIDAE"
"42.4893_-74.95855_20220803","(PLECOPTERA) PTERONARCIDAE"
"42.4893_-74.95855_20220803","(COLEOPTERA) ELMIDAE"
"42.4893_-74.95855_20220803","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.4893_-74.95855_20220803","(WORMLIKE) OTHER"
"42.4893_-74.95855_20220803","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.60578_-75.04516_20220819","(COLEOPTERA) PSEPHENIDAE"
"42.60578_-75.04516_20220819","(TRICHOPTERA) ODONTOCERIDAE"
"42.60578_-75.04516_20220819","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.60578_-75.04516_20220819","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.60578_-75.04516_20220819","(PLECOPTERA) PERLIDAE"
"42.461743_-75.055251_20220803","(PLECOPTERA) PERLIDAE"
"42.461743_-75.055251_20220803","(PLECOPTERA) PTERONARCIDAE"
"42.7377_-78.3583_20220913","(EPHEMEROPTERA) POLYMITARCYIDAE"
"42.7377_-78.3583_20220913","(COLEOPTERA) PSEPHENIDAE"
"42.7377_-78.3583_20220913","(WORMLIKE) OLIGOCHAETA"
"42.7377_-78.3583_20220913","(MOLLUSCA: GASTROPODA) PLANORBIDAE"
"42.7377_-78.3583_20220913","(EPHEMEROPTERA) OTHER"
"42.7377_-78.3583_20220913","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.7377_-78.3583_20220913","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.7377_-78.3583_20220913","(MOLLUSCA: GASTROPODA) LYMNAEIDAE"
"42.7377_-78.3583_20220913","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.7377_-78.3583_20220913","(PLECOPTERA) PERLIDAE"
"42.7377_-78.3583_20220913","(WORMLIKE) HIRUDINEA"
"42.7377_-78.3583_20220913","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.7377_-78.3583_20220913","(DIPTERA) TIPULIDAE"
"42.7377_-78.3583_20220913","(COLEOPTERA) ELMIDAE"
"42.7377_-78.3583_20220913","(COLEOPTERA) DYTISCIDAE"
"42.7377_-78.3583_20220913","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.7377_-78.3583_20220913","(DIPTERA) ATHERICIDAE"
"42.66225_-78.44036_20220726","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.66225_-78.44036_20220726","(DIPTERA) LIMONIIDAE"
"42.66225_-78.44036_20220726","(DIPTERA) ATHERICIDAE"
"42.66225_-78.44036_20220726","(PLECOPTERA) CAPNIIDAE"
"42.66225_-78.44036_20220726","(COLEOPTERA) DYTISCIDAE"
"42.66225_-78.44036_20220726","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.66225_-78.44036_20220726","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.66225_-78.44036_20220726","(DIPTERA) UNKNOWN"
"42.66225_-78.44036_20220726","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.66225_-78.44036_20220726","(PLECOPTERA) PERLIDAE"
"42.66225_-78.44036_20220726","(COLEOPTERA) PSEPHENIDAE"
"42.66225_-78.44036_20220726","(EPHEMEROPTERA) BAETIDAE"
"42.8488_-78.28311_20220923","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.8488_-78.28311_20220923","(CRUSTACEA: ISOPODA) ASELLOTA"
"42.8488_-78.28311_20220923","(COLEOPTERA) PSEPHENIDAE"
"42.8488_-78.28311_20220923","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.8488_-78.28311_20220923","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.8488_-78.28311_20220923","(COLEOPTERA) DYTISCIDAE"
"42.8488_-78.28311_20220923","(EPHEMEROPTERA) BAETIDAE"
"42.8488_-78.28311_20220923","(COLEOPTERA) ELMIDAE"
"42.8488_-78.28311_20220923","(DIPTERA) ATHERICIDAE"
"42.8488_-78.28311_20220923","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.8488_-78.28311_20220923","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.8488_-78.28311_20220923","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.8488_-78.28311_20220923","(EPHEMEROPTERA) CAENIDAE"
"42.6501_-78.4468_20220913","(COLEOPTERA) PSEPHENIDAE"
"42.6501_-78.4468_20220913","(MEGALOPTERA) CORYDALIDAE"
"42.6501_-78.4468_20220913","(WORMLIKE) OTHER"
"42.6501_-78.4468_20220913","(DIPTERA) TIPULIDAE"
"42.6501_-78.4468_20220913","(PLECOPTERA) PERLIDAE"
"42.6501_-78.4468_20220913","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.6501_-78.4468_20220913","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.6501_-78.4468_20220913","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.6501_-78.4468_20220913","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.6501_-78.4468_20220913","(ODONATA: ZYGOPTERA) CALOPTERYGIDAE"
"42.6501_-78.4468_20220913","(COLEOPTERA) ELMIDAE"
"42.6501_-78.4468_20220913","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.6501_-78.4468_20220913","(COLEOPTERA) DYTISCIDAE"
"42.6501_-78.4468_20220913","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.6501_-78.4468_20220913","(MOLLUSCA: GASTROPODA) "
"42.6501_-78.4468_20220913","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.6501_-78.4468_20220913","(DIPTERA) ATHERICIDAE"
"42.676_-78.4389_20220913","(MOLLUSCA: GASTROPODA) "
"42.676_-78.4389_20220913","(COLEOPTERA) DYTISCIDAE"
"42.676_-78.4389_20220913","(PLECOPTERA) PERLIDAE"
"42.676_-78.4389_20220913","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.676_-78.4389_20220913","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.676_-78.4389_20220913","(WORMLIKE) HIRUDINEA"
"42.676_-78.4389_20220913","(COLEOPTERA) ELMIDAE"
"42.676_-78.4389_20220913","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.676_-78.4389_20220913","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.676_-78.4389_20220913","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.676_-78.4389_20220913","(COLEOPTERA) PSEPHENIDAE"
"42.676_-78.4389_20220913","(DIPTERA) TIPULIDAE"
"42.7374_-78.3079_20220817","(TRICHOPTERA) RHYACOPHILIDAE RHYACOPHILA MAINENSIS"
"42.7374_-78.3079_20220817","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.7374_-78.3079_20220817","(PLECOPTERA) PERLIDAE"
"42.7374_-78.3079_20220817","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.7374_-78.3079_20220817","(TRICHOPTERA) "
"42.7374_-78.3079_20220817","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.7374_-78.3079_20220817","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.7374_-78.3079_20220817","(DIPTERA) LIMONIIDAE"
"42.7374_-78.3079_20220817","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.7374_-78.3079_20220817","(COLEOPTERA) ELMIDAE"
"42.7374_-78.3079_20220817","(TRICHOPTERA) GLOSSOSOMATIDAE"
"42.7374_-78.3079_20220817","(EPHEMEROPTERA) BAETIDAE"
"42.7374_-78.3079_20220817","(DIPTERA) ATHERICIDAE"
"42.7374_-78.3079_20220817","(COLEOPTERA) PSEPHENIDAE"
"42.813443_-78.422816_20220729","(COLEOPTERA) HYDROPHILIDAE BEROSUS"
"42.813443_-78.422816_20220729","(EPHEMEROPTERA) CAENIDAE"
"42.813443_-78.422816_20220729","(EPHEMEROPTERA) EPHEMERELLIDAE"
"42.813443_-78.422816_20220729","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.813443_-78.422816_20220729","(COLEOPTERA) DYTISCIDAE"
"42.813443_-78.422816_20220729","(DIPTERA) ATHERICIDAE"
"42.813443_-78.422816_20220729","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.813443_-78.422816_20220729","(TRICHOPTERA) LEPTOCERIDAE"
"42.813443_-78.422816_20220729","(COLEOPTERA) ELMIDAE"
"42.813443_-78.422816_20220729","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.813443_-78.422816_20220729","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.813443_-78.422816_20220729","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.813443_-78.422816_20220729","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.7934_-78.3185_20220817","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.7934_-78.3185_20220817","(COLEOPTERA) PSEPHENIDAE"
"42.7934_-78.3185_20220817","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.7934_-78.3185_20220817","(EPHEMEROPTERA) POTAMANTHIDAE"
"42.7934_-78.3185_20220817","(MEGALOPTERA) CORYDALIDAE"
"42.7934_-78.3185_20220817","(DIPTERA) TIPULIDAE"
"42.7934_-78.3185_20220817","(MOLLUSCA: BIVALVIA) "
"42.7934_-78.3185_20220817","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.7934_-78.3185_20220817","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.7934_-78.3185_20220817","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.7934_-78.3185_20220817","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.7934_-78.3185_20220817","(DIPTERA) ATHERICIDAE"
"42.7934_-78.3185_20220817","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.7934_-78.3185_20220817","() "
"42.7934_-78.3185_20220817","(COLEOPTERA) ELMIDAE"
"42.818375_-78.445938_20220729","(TRICHOPTERA) HYDROPTILIDAE"
"42.818375_-78.445938_20220729","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.818375_-78.445938_20220729","(COLEOPTERA) PSEPHENIDAE"
"42.818375_-78.445938_20220729","(MOLLUSCA: GASTROPODA) "
"42.818375_-78.445938_20220729","(EPHEMEROPTERA) CAENIDAE"
"42.818375_-78.445938_20220729","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.818375_-78.445938_20220729","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.67971_-78.3545_20220719","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.67971_-78.3545_20220719","(PLECOPTERA) PERLIDAE"
"42.67971_-78.3545_20220719","(COLEOPTERA) ELMIDAE"
"42.67971_-78.3545_20220719","(EPHEMEROPTERA) BAETIDAE"
"42.67971_-78.3545_20220719","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.67971_-78.3545_20220719","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.67971_-78.3545_20220719","(MEGALOPTERA) CORYDALIDAE"
"42.67971_-78.3545_20220719","(DIPTERA) LIMONIIDAE"
"42.67971_-78.3545_20220719","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.67971_-78.3545_20220719","(PLECOPTERA) LEUCTRIDAE"
"42.67971_-78.3545_20220719","(DIPTERA) TIPULIDAE"
"42.772228_-73.789983_20220910","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.772228_-73.789983_20220910","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.772228_-73.789983_20220910","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.772228_-73.789983_20220910","(COLEOPTERA) DYTISCIDAE"
"42.772228_-73.789983_20220910","(CRUSTACEA: ISOPODA) ASELLOTA"
"42.766404_-73.788552_Invalid Date","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.766404_-73.788552_Invalid Date","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.766404_-73.788552_Invalid Date","(DIPTERA) ATHERICIDAE"
"42.766404_-73.788552_Invalid Date","(EPHEMEROPTERA) BAETIDAE"
"42.766404_-73.788552_Invalid Date","(COLEOPTERA) ELMIDAE"
"42.766404_-73.788552_Invalid Date","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.766404_-73.788552_Invalid Date","(WORMLIKE) OTHER"
"42.766404_-73.788552_Invalid Date","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.766404_-73.788552_Invalid Date","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.766404_-73.788552_Invalid Date","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.83967592336285_-73.51194049842789_20220903","(DIPTERA) LIMONIIDAE"
"42.83967592336285_-73.51194049842789_20220903","(PLECOPTERA) PERLIDAE"
"42.83967592336285_-73.51194049842789_20220903","(HEMIPTERA) OTHER"
"42.83967592336285_-73.51194049842789_20220903","(EPHEMEROPTERA) CAENIDAE"
"42.83967592336285_-73.51194049842789_20220903","(EPHEMEROPTERA) OTHER"
"42.83967592336285_-73.51194049842789_20220903","(OTHER) HYDRACHNEA"
"42.83967592336285_-73.51194049842789_20220903","(COLEOPTERA) PSEPHENIDAE"
"42.83967592336285_-73.51194049842789_20220903","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.83967592336285_-73.51194049842789_20220903","(COLEOPTERA) ELMIDAE"
"42.83967592336285_-73.51194049842789_20220903","(MEGALOPTERA) CORYDALIDAE"
"42.83967592336285_-73.51194049842789_20220903","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.722679_-73.992515_20220929","(COLEOPTERA) PSEPHENIDAE"
