STATION,RIVMILLE,LOCATION,LATITUDE,LONGITUDE,site_id,sample_id,coll_date,replicate,genspecies,indiv,wqa,bap,collect
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Gammarus sp.,8,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Acentrella sp.,8,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Baetis flavistriga,4,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Undetermined Ephemerellidae,4,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Chimarra obscura,44,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Lype diversa,4,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Cheumatopsyche sp.,24,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Ceratopsyche bronta,164,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Ceratopsyche morosa,12,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Hydropsyche scalaris,4,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Nilotanypus sp.,18,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Potthastia gaedii gr.,81,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Cricotopus bicinctus,117,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Cricotopus vierriensis,108,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Nanocladius distinctus,9,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Orthocladius annectens,9,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Orthocladius nr. dentifer,9,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Parakiefferiella sp.,9,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Parametriocnemus lundbecki,9,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Thienemanniella xena,36,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Tvetenia vitracies,72,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Microtendipes pedellus gr.,135,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Microtendipes rydalensis gr.,9,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Polypedilum flavum,9,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Cladotanytarsus sp.,27,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Rheotanytarsus exiguus gr.,81,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Sublettea coffmani,27,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Tanytarsus glabrescens gr.,27,non,7.53,5
01,124.0,MOHK,43.21778,-75.43166,567,538,11-Sep-95,1,Tanytarsus guerlus gr.,36,non,7.53,5
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Undetermined Turbellaria,52,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Gammarus sp.,20,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Tricorythodes sp.,12,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Caenis sp.,4,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Polycentropus sp.,8,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Simulium sp.,4,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Ablabesmyia mallochi,9,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Thienemannimyia gr. spp.,15,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Cricotopus vierriensis,2,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Dicrotendipes fumidus,40,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Dicrotendipes neomodestus,28,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Microtendipes pedellus gr.,4,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Polypedilum flavum,29,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Pseudochironomus sp.,4,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Stenochironomus sp.,2,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Tribelos jucundum,2,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Rheotanytarsus exiguus gr.,31,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Tanytarsus glabrescens gr.,4,slt,6,2
29A,0.2,MOHK,42.78646,-73.67959,575,539,06-Jul-95,1,Tanytarsus guerlus gr.,18,slt,6,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Nais barbata,16,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Nais variabilis,272,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Ferrissia rivularis,4,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Gammarus sp.,8,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Baetis sp.,4,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Psychomyia flavida,4,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Cheumatopsyche sp.,8,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Hydropsyche scalaris,8,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Hydropsyche sp.,4,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Hemerodromia sp.,4,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Ablabesmyia mallochi,16,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Thienemannimyia gr. spp.,48,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Cricotopus bicinctus,191,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Cricotopus sylvestris gr.,143,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Cricotopus tremulus gr.,127,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Cricotopus vierriensis,111,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Nanocladius crassicornus,16,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Nanocladius distinctus,48,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Orthocladius annectens,16,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Synorthocladius nr. semivirens,80,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Thienemanniella xena,48,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Dicrotendipes neomodestus,64,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Polypedilum flavum,318,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Polypedilum illinoense,143,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Stenochironomus sp.,32,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Rheotanytarsus pellucidus,32,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,540,06-Jul-95,1,Rheotanytarsus exiguus gr.,191,slt,6.73,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Nais variabilis,3,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Dreissena polymorpha,1,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Gammarus sp.,1,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Baetis sp.,1,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Stenacron interpunctatum,1,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Cyrnellus fraternus,97,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Hydroptila sp.,3,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Ablabesmyia mallochi,10,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Thienemannimyia gr. spp.,2,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Cricotopus bicinctus,2,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Nanocladius crassicornus,3,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Nanocladius distinctus,2,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Synorthocladius nr. semivirens,3,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Dicrotendipes fumidus,15,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Dicrotendipes lucifer,8,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Dicrotendipes neomodestus,111,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Polypedilum flavum,5,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Polypedilum illinoense,3,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Stenochironomus sp.,3,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Rheotanytarsus exiguus gr.,3,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,541,09-Aug-95,1,Tanytarsus glabrescens gr.,2,mod,4.63,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Dero furcata,28,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Stenacron interpunctatum,6,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Caenis sp.,2,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Cyrnellus fraternus,96,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Cheumatopsyche sp.,6,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Hydropsyche sp.,2,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Ablabesmyia mallochi,18,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Corynoneura sp.,6,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Cricotopus bicinctus,18,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Nanocladius crassicornus,6,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Nanocladius distinctus,18,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Thienemanniella xena,23,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Dicrotendipes fumidus,64,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Dicrotendipes lucifer,58,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Dicrotendipes neomodestus,332,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Parachironomus carinatus,6,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Polypedilum flavum,6,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Rheotanytarsus exiguus gr.,18,slt,5.16,2
13,79.5,MOHK,43.03778,-74.84055,571,542,11-Sep-95,1,Tanytarsus glabrescens gr.,35,slt,5.16,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Undetermined Turbellaria,13,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Stylaria lacustris,12,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Undetermined Hirudinea,19,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Gammarus sp.,13,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Stenacron interpunctatum,2,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Tricorythodes sp.,3,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Cyrnellus fraternus,34,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Polycentropus sp.,2,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Undetermined Hydroptilidae,1,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Ablabesmyia mallochi,23,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Labrundinia sp.,3,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Thienemannimyia gr. spp.,33,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Cricotopus bicinctus,10,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Cricotopus vierriensis,10,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Nanocladius distinctus,3,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Dicrotendipes fumidus,10,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Dicrotendipes lucifer,7,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Dicrotendipes neomodestus,30,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Microtendipes pedellus gr.,3,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Parachironomus carinatus,7,slt,6.62,2
29A,0.2,MOHK,42.78646,-73.67959,575,543,12-Sep-95,1,Polypedilum flavum,39,slt,6.62,2
