ObjectID,GlobalID,Order,Family,Final ID,"Please describe the ""other"" bug",Please include any other notes about the particular bug.,ParentGlobalID,CreationDate,Creator,EditDate,Editor,How many of these are in the sample?
2909,ab636a69-d79d-41c4-8ad5-c12cf7e42595,Trichoptera,Leptoceridae,(Trichoptera) Leptoceridae,,Nectophyche,e79a091f-4d9d-4bc9-80b3-7a754b58f72c,12/3/2024 17:10,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 17:10,makenzie.garrett@dec.ny.gov_nysdec,1
2902,ea271463-39f8-4f31-8655-9bab7d435e85,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,e79a091f-4d9d-4bc9-80b3-7a754b58f72c,12/3/2024 17:10,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 17:10,makenzie.garrett@dec.ny.gov_nysdec,2
2906,ee1484d0-a1e1-4176-86ef-68726fb8b771,Wormlike,"Tricladida, Planaridae","(Wormlike) Tricladida, Planaridae",,,e79a091f-4d9d-4bc9-80b3-7a754b58f72c,12/3/2024 17:10,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 17:10,makenzie.garrett@dec.ny.gov_nysdec,
2903,face8103-5247-4fab-8e5f-b56ded047542,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,e79a091f-4d9d-4bc9-80b3-7a754b58f72c,12/3/2024 17:10,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 17:10,makenzie.garrett@dec.ny.gov_nysdec,1
2913,07f12089-b724-4896-8d03-1e7b34144a1c,Diptera,Tabanidae,(Diptera) Tabanidae,,,712c4eb2-f562-4176-8e11-3034b2c4c9b3,12/3/2024 18:23,rhett.parsons@dec.ny.gov_nysdec,12/3/2024 18:23,rhett.parsons@dec.ny.gov_nysdec,1
2910,277b3617-57c2-4b84-800c-0b21e6c544a2,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,712c4eb2-f562-4176-8e11-3034b2c4c9b3,12/3/2024 18:23,rhett.parsons@dec.ny.gov_nysdec,12/3/2024 18:23,rhett.parsons@dec.ny.gov_nysdec,1
2912,51706056-f382-43bc-88c6-7434fbe0fd61,Diptera,Tipulidae,(Diptera) Tipulidae,,,712c4eb2-f562-4176-8e11-3034b2c4c9b3,12/3/2024 18:23,rhett.parsons@dec.ny.gov_nysdec,12/3/2024 18:23,rhett.parsons@dec.ny.gov_nysdec,3
2911,7f3542f3-d794-4e9c-86d8-855c7ccb135b,Odonata: Anisoptera,Cordulegastridae,(Odonata: Anisoptera) Cordulegastridae,,,712c4eb2-f562-4176-8e11-3034b2c4c9b3,12/3/2024 18:23,rhett.parsons@dec.ny.gov_nysdec,12/3/2024 18:23,rhett.parsons@dec.ny.gov_nysdec,2
2919,1405b01d-2fbb-4bf7-84ce-405e7b0e6a80,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,acd31a81-81cd-4cc0-886c-032a57e15cdc,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,1
2922,190b9746-68c3-424a-8cae-b15a05158f62,,,() ,,,acd31a81-81cd-4cc0-886c-032a57e15cdc,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,
2921,1980e414-11b2-49b0-8ef0-b1cd54945b57,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,acd31a81-81cd-4cc0-886c-032a57e15cdc,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,1
2916,3553bacd-7d20-49fe-8507-98fad737e13e,Trichoptera,Odontoceridae,(Trichoptera) Odontoceridae,,,acd31a81-81cd-4cc0-886c-032a57e15cdc,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,1
2920,37ab42b0-3aa3-4eec-83a3-d19dd0403252,Trichoptera,Odontoceridae,(Trichoptera) Odontoceridae,,,acd31a81-81cd-4cc0-886c-032a57e15cdc,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,1
2917,40ec9545-0362-4529-8c24-7cdfe32c4198,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,acd31a81-81cd-4cc0-886c-032a57e15cdc,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,1
2918,9eaa4ea3-5315-445d-8ac4-a62ec0761693,Mollusca: Gastropoda,Physidae,(Mollusca: Gastropoda) Physidae,,,acd31a81-81cd-4cc0-886c-032a57e15cdc,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,1
2914,a068167d-8ed4-45d9-8b52-538b1f8decf4,Diptera,Limoniidae,(Diptera) Limoniidae,,,acd31a81-81cd-4cc0-886c-032a57e15cdc,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,1
2915,cf8aa276-6885-4171-8482-fa87b7549c76,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,acd31a81-81cd-4cc0-886c-032a57e15cdc,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 19:01,lauren.roberts@dec.ny.gov_nysdec,1
2925,4284df6c-7c3a-400c-8451-8455e2f8ab15,Diptera,Athericidae,(Diptera) Athericidae,,,6db567c8-aff0-48e4-8d39-f0de906d1325,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,2
2926,48e2d57c-8350-4652-87e6-bd98bed37c74,Plecoptera,Pteronarcidae,(Plecoptera) Pteronarcidae,,Pteronarcys proteus?,6db567c8-aff0-48e4-8d39-f0de906d1325,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,1
2923,5a9056cf-4cab-4b0c-81b2-1aef0b09ce4c,Ephemeroptera,Ephemerellidae,(Ephemeroptera) Ephemerellidae,,,6db567c8-aff0-48e4-8d39-f0de906d1325,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,21
2928,6d4f3cf2-5544-424b-88f7-16210d47a0e1,Plecoptera,Chloroperlidae,(Plecoptera) Chloroperlidae,,,6db567c8-aff0-48e4-8d39-f0de906d1325,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,1
2924,7caa222c-2fc0-42b0-8c6a-173e38d3f7b6,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,6db567c8-aff0-48e4-8d39-f0de906d1325,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,3
2927,a473ea3a-83a0-4932-80cb-ecee1d99b490,Ephemeroptera,Leptophlebiidae,(Ephemeroptera) Leptophlebiidae,,,6db567c8-aff0-48e4-8d39-f0de906d1325,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 19:43,makenzie.garrett@dec.ny.gov_nysdec,1
2935,3d116da2-2af2-41e7-8b16-0479086e8c13,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,6b2ba84f-4383-46d1-859a-6dba4f5c3bf2,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,1
2932,6c50dc28-f2af-4e3e-8c7f-240528185e8d,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,6b2ba84f-4383-46d1-859a-6dba4f5c3bf2,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,1
2933,7041fd88-db70-4306-81b6-a85577f8085a,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,6b2ba84f-4383-46d1-859a-6dba4f5c3bf2,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,4
2934,ca821a79-43a0-4bfd-882f-0d02e429a35f,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,6b2ba84f-4383-46d1-859a-6dba4f5c3bf2,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,3
2930,d2d8ade7-5311-4c01-82c0-7346be25e99f,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,6b2ba84f-4383-46d1-859a-6dba4f5c3bf2,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,2
2931,e050b4f9-84d4-43b5-89c0-873a81e917f9,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,6b2ba84f-4383-46d1-859a-6dba4f5c3bf2,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,1
2929,fa019e81-cb6e-4afc-8024-0d228134a3d4,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,6b2ba84f-4383-46d1-859a-6dba4f5c3bf2,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:08,makenzie.garrett@dec.ny.gov_nysdec,1
2937,1cd86842-4996-477c-88d3-3a7bee9c559f,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,3b2f6944-9adf-49d5-8dd1-9ab80868c2de,12/3/2024 20:21,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:21,makenzie.garrett@dec.ny.gov_nysdec,1
2936,fac1dc1e-f768-4a0b-86b9-a1b6eb096b95,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,3b2f6944-9adf-49d5-8dd1-9ab80868c2de,12/3/2024 20:21,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:21,makenzie.garrett@dec.ny.gov_nysdec,5
2948,171b2ab6-d80a-446c-8f61-30e079770a3c,,,() ,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,
2947,25f72672-2465-4981-851c-e369f9233ed0,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,1
2939,27fc7d2e-77b1-4a53-80de-9ca1def9e153,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,2
2941,3dd154f4-9e55-47da-8727-472951bf45f1,Ephemeroptera,Caenidae,(Ephemeroptera) Caenidae,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,1
2945,5466720d-417f-4a1d-81f4-01e90737d74f,Diptera,Simuliidae,(Diptera) Simuliidae,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,1
2946,774b5123-a8e7-4fb1-8dfd-4804c1096f68,Diptera,Tipulidae,(Diptera) Tipulidae,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,1
2940,9f345482-a146-41c1-8964-9c6e4e9537cd,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,1
2943,b01953be-b815-4ff4-8385-45779c21932f,,,() ,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,
2944,c60dd9d3-41da-4e37-8973-f59d1b8e0226,Diptera,Chironomidae,(Diptera) Chironomidae,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,1
2942,c6f5ed40-db19-4a98-8d79-bf01f2535d68,Ephemeroptera,Ephemerellidae,(Ephemeroptera) Ephemerellidae,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,2
2938,ca691683-0ddb-482c-892e-8c1d79ab857a,Coleoptera,Dytiscidae,(Coleoptera) Dytiscidae,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,1
2949,e37e7e4a-da53-4e80-8f6f-896c3dd9ead1,Wormlike,Oligochaeta,(Wormlike) Oligochaeta,,,2bd4c5fc-fea7-4738-8a40-5f1ed195deea,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,12/3/2024 20:24,lauren.roberts@dec.ny.gov_nysdec,1
2953,27a42094-28c1-4f8a-84cf-7c17168f1a75,Diptera,Tipulidae,(Diptera) Tipulidae,,,3bd4660d-604d-4ea2-8ac9-d7a20f423fcb,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,1
2956,38c55ec6-8e56-4ba9-8152-5e0f77640090,Trichoptera,Rhyacophilidae,(Trichoptera) Rhyacophilidae,,,3bd4660d-604d-4ea2-8ac9-d7a20f423fcb,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,1
2954,4158f6a6-be8e-45d2-85c7-671448c43d07,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,3bd4660d-604d-4ea2-8ac9-d7a20f423fcb,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,1
2955,5664b2d6-ef5b-4fe3-899d-9701627e0b69,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,3bd4660d-604d-4ea2-8ac9-d7a20f423fcb,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,1
2950,72d0c7ee-13ae-4cdc-8bb6-233515f39bfb,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,3bd4660d-604d-4ea2-8ac9-d7a20f423fcb,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,1
2952,80d6d31d-9359-46da-879a-d168ca02ebfd,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,3bd4660d-604d-4ea2-8ac9-d7a20f423fcb,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,1
2951,d0a91e7d-9dac-42b1-80ed-1a7b7ecea527,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,3bd4660d-604d-4ea2-8ac9-d7a20f423fcb,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,12/3/2024 20:54,makenzie.garrett@dec.ny.gov_nysdec,1
2959,3b514ad6-bd79-4583-8626-8f4023ad5f71,Odonata: Anisoptera,Gomphidae,(Odonata: Anisoptera) Gomphidae,,,c98fe20d-4561-41d8-8eca-f04467213119,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,2
2957,6e1e4f4f-0efb-480f-8995-9a52c79b2301,Odonata: Anisoptera,Aeshnidae,(Odonata: Anisoptera) Aeshnidae,,,c98fe20d-4561-41d8-8eca-f04467213119,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,2
2961,7bafa2ef-e641-4c96-8a92-44ee2360705f,Ephemeroptera,Baetiscidae,(Ephemeroptera) Baetiscidae,,,c98fe20d-4561-41d8-8eca-f04467213119,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,2
2960,8eff1d16-42b7-4bdf-8a9b-602dd68e809d,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,c98fe20d-4561-41d8-8eca-f04467213119,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,1
2958,f3a5bcfb-0679-4464-87f2-2fc4479c82ac,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,,c98fe20d-4561-41d8-8eca-f04467213119,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,12/10/2024 15:27,lauren.roberts@dec.ny.gov_nysdec,1
2963,0838007b-b336-497d-8563-9c7c565de2c0,Diptera,Tipulidae,(Diptera) Tipulidae,,,3b263e39-2b9f-4a2c-857c-3f2b11921f7e,12/10/2024 16:22,rhett.parsons@dec.ny.gov_nysdec,12/10/2024 16:22,rhett.parsons@dec.ny.gov_nysdec,1
2966,36c63fd1-8567-42b4-89eb-69d4272d61f7,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,3b263e39-2b9f-4a2c-857c-3f2b11921f7e,12/10/2024 16:22,rhett.parsons@dec.ny.gov_nysdec,12/10/2024 16:22,rhett.parsons@dec.ny.gov_nysdec,1
2962,97d0de06-59b4-4fbf-8048-35fc05dccad8,Wormlike,Oligochaeta,(Wormlike) Oligochaeta,,,3b263e39-2b9f-4a2c-857c-3f2b11921f7e,12/10/2024 16:22,rhett.parsons@dec.ny.gov_nysdec,12/10/2024 16:22,rhett.parsons@dec.ny.gov_nysdec,2
2964,a37902e0-5981-4559-8c69-628d68428d1b,Trichoptera,Rhyacophilidae,(Trichoptera) Rhyacophilidae,,,3b263e39-2b9f-4a2c-857c-3f2b11921f7e,12/10/2024 16:22,rhett.parsons@dec.ny.gov_nysdec,12/10/2024 16:22,rhett.parsons@dec.ny.gov_nysdec,1
