"WSEI_WATER_CLARITY","WSEI_SUSPENDED_PHYTOPLANKTON","WSEI_PERIPHYTON","WSEI_MACROPHYTE","WSEI_ODOR","WSEI_TRASH","WSEI_DISCHARGE_PIPE","WSEI_EPIFAUNAL_COVER","WSEI_EMBEDDEDNESPOOLING","WSEI_VELOCITY_DEPTH_REGIME","WSEI_SEDIMENT_DEPOSITION","WSEI_FLOW_STATUS","WSEI_CHANNEL_ALTERATION","WSEI_RIFFLE_BEND_FREQUENCY","WSEI_LEFT_BANK_STABILITY","WSEI_RIGHT_BANK_STABILITY","WSEI_LEFT_BANK_VEG","WSEI_RIGHT_BANK_VEG","WSEI_LEFT_BANK_VEG_ZONE","WSEI_RIGHT_BANK_VEG_ZONE","WSEI_SAMPLE_ID","WSEI_LATITUDE","WSEI_LONGITUDE","WSEI_COLLECTION_DATE"
0,0,5,5,0,10,5,"a","b","b","c","b","b","b","b","c","b","b","a","b","40.73242_-73.250664_20210903",40.73242,-73.250664,"NULL"
0,0,5,10,0,0,5,"b","b","b","b","a","b","a","a","a","b","a","b","a","42.99941_-73.7305491_20210927",42.99941,-73.7305491,"NULL"
0,5,5,10,0,0,0,"b","a","a","a","b","b","b","b","b","b","b","b","b","42.01744_-73.725491_20210928",42.01744,-73.725491,"NULL"
0,10,0,0,10,0,0,"a","b","b","a","c","a","a","a","a","c","a","b","b","58.07787626786518_-87.18749999997725_20210708",58.07787627,-87.1875,"NULL"
0,0,0,0,0,0,0,"a","a","a","a","a","a","a","a","a","a","a","b","b","42.51752062984776_-76.9739270211004_20210807",42.51752063,-76.97392702,"NULL"
0,0,0,0,0,0,0,"a","a","a","b","a","a","b","a","a","a","a","a","a","42.527056842549726_-77.00150012967943_20210808",42.52705684,-77.00150013,"NULL"
0,0,0,0,0,0,0,"a","a","a","a","a","a","a","a","a","a","a","a","a","41.85097_-74.113611_20210726",41.85097,-74.113611,"NULL"
0,0,0,0,0,0,5,"b","b","a","a","a","c","b","a","b","c","c","c","c","41.852528461207875_-73.51698778175405_20211003",41.85252846,-73.51698778,"NULL"
0,0,0,5,0,5,0,"c","c","b","b","b","c","c","b","b","b","b","b","b","43.35774898003118_-73.68402067199699_20210929",43.35774898,-73.68402067,"NULL"
0,0,1,0,0,0,0,"a","a","a","a","b","a","a","a","a","a","a","a","a","42.54917_-73.41194_20200926",42.54917,-73.41194,"2020-09-26 0:00:00"
1,0,4,0,0,0,0,"a","b","b","b","b","b","b","b","b","a","a","a","a","42.63528_-73.57528_20200901",42.63528,-73.57528,"2020-09-01 0:00:00"
9,0,0,1,1,1,4,"c","a","a","a","a","a","a","c","b","a","a","a","a","42.72306_-73.65722_20200702",42.72306,-73.65722,"2020-07-02 0:00:00"
NA,3,5,0,0,0,0,"b","b","a","b","b","b","a","b","c","a","b","b","b","42.70472_-73.58417_20200726",42.70472,-73.58417,"2020-07-26 0:00:00"
0,0,1,0,0,0,0,"b","b","b","a","b","a","a",NA,NA,"b","b","b","b","42.705_-73.58333_20200726",42.705,-73.58333,"2020-07-26 0:00:00"
2,0,2,0,0,0,0,"b","a","a","a","b","a","a","a","c","a","c","a","a","42.51389_-73.51528_20200725",42.51389,-73.51528,"2020-07-25 0:00:00"
1,0,2,0,0,0,0,"b","a","a","b","b","b","a","b","c","b","c","a","a","42.51444_-73.51611_20200725",42.51444,-73.51611,"2020-07-25 0:00:00"
0,0,6,0,0,1,3,"b","a","b","b","b","a","a","a","a","a","a","b","b","42.536735_-73.731681_20200823",42.536735,-73.731681,"2020-08-23 0:00:00"
0,0,2,0,0,0,0,"a","b","b","b","b","a","a","b","b","a","a","a","a","42.524574_-73.754088_20200823",42.524574,-73.754088,"2020-08-23 0:00:00"
0,0,5,0,0,4,0,"b","a","b","a","b","b","a","b","a","b","b","b","c","41.2071_-73.98949_20200803",41.2071,-73.98949,"2020-08-03 0:00:00"
1,0,0,0,0,3,1,"b","b","b","a","a","b","a","a","b","c","b","c","c","41.20827_-73.98895_20200810",41.20827,-73.98895,"2020-08-10 0:00:00"
0,1,1,0,0,0,0,"a","a","b","a","b","a","a","a","a","a","a","a","a","42.335_-76.8298_20200813",42.335,-76.8298,"2020-08-13 0:00:00"
1,1,1,1,0,1,0,"a","a","b","a","a","a","a","b","a","a","a","a","a","42.3285_-76.8848_20200813",42.3285,-76.8848,"2020-08-13 0:00:00"
0,1,1,NA,0,0,0,"a","a","b","a","a","a","a","b","b","a","a","a","a","42.8074_-76.7039_20200930",42.8074,-76.7039,"2020-09-30 0:00:00"
0,3,3,1,0,0,0,"b","b","a","b","a","c","c",NA,"b","a","a",NA,"a","42.691697_-75.450047_20200831",42.691697,-75.450047,"2020-08-31 0:00:00"
0,4,3,2,0,0,0,"a","b","b","b","b","b","a","a",NA,"b",NA,"a",NA,"42.512444_-75.392667_20200831",42.512444,-75.392667,"2020-08-31 0:00:00"
0,3,3,1,0,0,0,"b","b","a","b","b","b","a","a",NA,"a",NA,"a",NA,"42.496547_-75.530205_20200828",42.496547,-75.530205,"2020-08-28 0:00:00"
0,3,3,1,0,0,0,"b","b","b","b","b","a","b","a",NA,"b",NA,"b",NA,"42.231478_-75.52556_20200828",42.231478,-75.52556,"2020-08-28 0:00:00"
0,3,3,1,0,0,0,"b","b","b","b","b","b","b","b",NA,"b",NA,"b",NA,"42.255465_-75.48722_20200828",42.255465,-75.48722,"2020-08-28 0:00:00"
1,0,1,2,1,5,0,"a","b","a","b","a","a","a","a","b","a","a","b","a","43.438678_-73.727212_20200825",43.438678,-73.727212,"2020-08-25 0:00:00"
0,0,0,0,0,0,0,"a","a","b","a","b","a","a","a","a","a","a","a","a","43.50937_-73.622666_20200908",43.50937,-73.622666,"2020-09-08 0:00:00"
0,NA,0,0,2,0,0,"a","a","b","a","b","b","a","b","b","a","a","b","b","43.5185_-73.6746_20200806",43.5185,-73.6746,"2020-08-06 0:00:00"
0,1,3,2,0,2,0,"a","c","c","c","a","b","c","a","a","a","a","a","a","43.40914_-73.700036_20200828",43.40914,-73.700036,"2020-08-28 0:00:00"
0,0,2,2,0,0,0,"b","b","b","b","b","b","a","b","a","b","a","b","a","43.489741_-73.682396_20200729",43.489741,-73.682396,"2020-07-29 0:00:00"
1,1,1,3,0,1,3,"b","a","b","a","b","b","b","b","b","c","a","c","a","43.436098_-73.718349_20200825",43.436098,-73.718349,"2020-08-25 0:00:00"
1,2,1,1,0,2,1,"b","b","a","b","b","c","a","a","b","c","b","c","b","43.639745_-73.506836_20200901",43.639745,-73.506836,"2020-09-01 0:00:00"
0,4,4,5,0,1,0,"b","b","b","b","c","b","c","c","a","c","a","c","a","43.575302_-73.680243_20200908",43.575302,-73.680243,"2020-09-08 0:00:00"
0,0,0,1,0,2,1,"b","a","a","a","b","b","a","a","b","a","a","a","a","43.634888_-73.507996_20200901",43.634888,-73.507996,"2020-09-01 0:00:00"
0,0,0,0,0,2,1,"b","a","b","a","b","b","a","a","b","a","b","c","a","43.399483_-73.728491_20200727",43.399483,-73.728491,"2020-07-27 0:00:00"
0,1,0,1,0,0,2,"b","a","a","a","b","b","a","a","b","a","a","c","a","43.749573_-73.504681_20200818",43.749573,-73.504681,"2020-08-18 0:00:00"
0,2,1,1,0,0,1,"a","a","a","b","b","a","a","a","a","a","b","a","c","43.737856_-73.502778_20200925",43.737856,-73.502778,"2020-09-25 0:00:00"
0,1,1,1,0,0,4,"b","a","a","b","b","b","a","b","a","c","b","c","c","43.72956_-73.500919_20200818",43.72956,-73.500919,"2020-08-18 0:00:00"
0,1,1,0,0,0,0,"a","a","a","a","a","a","a","a","a","a","a","a","b","43.6252_-73.6072_20200806",43.6252,-73.6072,"2020-08-06 0:00:00"
0,1,2,2,0,1,0,"a","b","a","a","b","a","a","a","b","b","a","b","a","43.6014_-73.6349_20200816",43.6014,-73.6349,"2020-08-16 0:00:00"
0,2,2,2,0,3,1,"a","a","a","b","b","a","a","a","a","a","a","a","a","43.552313_-73.597178_20200927",43.552313,-73.597178,"2020-09-27 0:00:00"
0,3,3,0,0,0,0,"a","a","b","b","b","b","a","b","a","a","a","a","a","43.4159942_-73.71744633_20200904",43.4159942,-73.71744633,"2020-09-04 0:00:00"
0,0,1,2,0,2,1,"a","a","b","b","b","b","a","b","b","b","a","a","a","43.4017_-73.7358_20200724",43.4017,-73.7358,"2020-07-24 0:00:00"
0,0,0,0,0,0,0,"a","a","a","a","a","b","a","a","a","a","a","a","a","42.1585008_-74.2081855_20200904",42.1585008,-74.2081855,"2020-09-04 0:00:00"
0,0,0,0,0,0,NA,"a","a","a","a","a","a","a","a","a","a","a","a","a","42.2058166_-74.2080577_20200901",42.2058166,-74.2080577,"2020-09-01 0:00:00"
0,0,2,0,0,0,0,"b","a","b","a","b","b","a","a","a","a","a","a","a","43.5179606_-75.759111_20200723",43.5179606,-75.759111,"2020-07-23 0:00:00"
1,1,2,0,4,2,9,"b","a","b","b","b","b","b","c","c","a","b","a","b","41.4019_-74.34147_20180905",41.4019,-74.34147,"2018-09-05 0:00:00"
1,1,3,0,2,1,0,"a","b","b","b","b","b","a","a","a","a","a","a","c","41.46534_-74.38698_20180905",41.46534,-74.38698,"2018-09-05 0:00:00"
2,0,3,0,0,0,0,"b","a","b","b","b","a","b","c","c","a","a","a","c","41.3412_-74.54362_20180905",41.3412,-74.54362,"2018-09-05 0:00:00"
0,0,0,0,0,0,0,"a","a","a","a","a","a","a","a","a","a","a","a","a","42.18600292_-74.18982574_20200831",42.18600292,-74.18982574,"2020-08-31 0:00:00"
3,3,4,1,0,2,0,"b","b","a","b","b","b","a","b",NA,"c","b","b","b","41.059388701_-73.9426678_20200711",41.0593887,-73.9426678,"2020-07-11 0:00:00"
4,2,4,0,0,5,5,"b","c","b","c","b","b","c","c","c","b","b","b","b","42.928867_-78.234509_20200915",42.928867,-78.234509,"2020-09-15 0:00:00"
2,1,6,2,0,2,0,"b","b","a","c","a","a","a","a","a","a","a","a","b","43.021925_-78.351025_20200916",43.021925,-78.351025,"2020-09-16 0:00:00"
0,0,7,1,0,1,0,"a","b","b","b","a","b","b","a","a","a","a","b","b","42.916457_-78.199153_20200910",42.916457,-78.199153,"2020-09-10 0:00:00"
2,1,2,0,0,1,0,"a","b","b","b","b","b","b","a","a","a","a","a","a","42.936933_-78.288087_20200915",42.936933,-78.288087,"2020-09-15 0:00:00"
7,3,7,1,3,0,5,"b","b","b","b","a","b","b","a","c","b","b","b","c","42.875617_-78.25839_20200910",42.875617,-78.25839,"2020-09-10 0:00:00"
2,2,7,4,1,0,1,"a","b","a","b","b","b","b","b","b","a","a","c","b","42.9208_-78.2948_20200910",42.9208,-78.2948,"2020-09-10 0:00:00"
3,2,6,3,0,3,2,"b","b","b","b","a","b","a","a","b","b","a","a","c","43.003717_-78.260086_20200916",43.003717,-78.260086,"2020-09-16 0:00:00"
8,3,2,2,4,5,2,"b","c","c","b","c","a","c","a","b","b","b","a","a","41.04417_-73.93861_20200730",41.04417,-73.93861,"2020-07-30 0:00:00"
2,0,7,0,0,0,0,"a","b","a","a","b","a","a","a","a","a","a","a","a","44.78603_-73.90148_20200726",44.78603,-73.90148,"2020-07-26 0:00:00"
1,0,0,0,0,2,0,"a","a","b","a","a","b","a","a","a","a","a","b","a","44.73778_73.91444_20200828",44.73778,73.91444,"2020-08-28 0:00:00"
1,0,1,0,0,0,0,"a","a","b","a","a","a","a","a","a","a","a","a","a","44.78667_-73.90167_20200828",44.78667,-73.90167,"2020-08-28 0:00:00"
1,1,1,1,0,1,0,"a","a","b","b","a","a","a","a","a","a","a","a","a","42.6134_-73.6385_20200904",42.6134,-73.6385,"2020-09-04 0:00:00"
1,1,3,1,0,1,0,"a","a","a","a","a","a","a","a","a","a","b","a","b","42.5558_-73.677_20200904",42.5558,-73.677,"2020-09-04 0:00:00"
0,0,2,5,0,2,0,"a","b","b","b","b","a","b","b","b","b","b","b","b","41.19997_-74.02677_20200817",41.19997,-74.02677,"2020-08-17 0:00:00"
0,0,4,3,0,1,1,"c","c","c","a","a","a","b","a","a","b","b","b","c","40.6615_-73.6035_20190913",40.6615,-73.6035,"2019-09-13 0:00:00"
0,1,1,2,0,2,0,"c","a","c","a","a","b","c","a","a","b","b","c","a","40.6615_-73.6036_20180929",40.6615,-73.6036,"2018-09-29 0:00:00"
3,0,0,5,0,10,0,"a","c","c","a","a","b","c","a","a","a","a","a","a","40.664_-73.6539_20170726",40.664,-73.6539,"2017-07-26 0:00:00"
3,0,0,2,5,3,0,"c","c","c","c","c","b","c","c","c","c","c","b","b","40.6688_-73.4829_20170909",40.6688,-73.4829,"2017-09-09 0:00:00"
4,2,4,7,0,4,0,"a","c","b","c","a","b","b","a","a","a","a","b","b","40.6914_-73.3575_20170701",40.6914,-73.3575,"2017-07-01 0:00:00"
1,7,NA,NA,1,2,1,"b","c","b","b","b","b",NA,NA,NA,NA,NA,NA,NA,"40.7033_-73.3277_20170917",40.7033,-73.3277,"2017-09-17 0:00:00"
2,3,9,NA,6,6,4,"a","c","b","c","c","a",NA,NA,NA,NA,NA,NA,NA,"40.714_-73.3279_20170917",40.714,-73.3279,"2017-09-17 0:00:00"
7,2,NA,NA,5,4,2,"a","c","c","c","b","a",NA,NA,NA,NA,NA,NA,NA,"40.7158_-73.3287_20170917",40.7158,-73.3287,"2017-09-17 0:00:00"
1,1,1,1,1,7,4,"a","b","b","b","a","b","b","a","a","a","b","b","b","40.7324_-73.2507_20170804",40.7324,-73.2507,"2017-08-04 0:00:00"
1,4,4,0,0,0,0,"b","b","b","b","b","b","b","b","b","b","b","b","b","40.7549_-73.7453_20170728",40.7549,-73.7453,"2017-07-28 0:00:00"
0,0,0,2,0,0,9,"b","b","b","b","a","b","b","b","b","b","b","b","b","40.7566_-73.7461_20170728",40.7566,-73.7461,"2017-07-28 0:00:00"
7,0,5,NA,3,2,0,"a","c","c","b","a","a","b","a","a","a","a","a","b","40.7728_-73.033_20170929",40.7728,-73.033,"2017-09-29 0:00:00"
0,0,3,4,0,0,0,"a","a","b","a","a","b","b","a","a","a","a","a","a","40.8498_-73.2237_20170917",40.8498,-73.2237,"2017-09-17 0:00:00"
0,0,0,3,0,3,0,"b","b","b","c","b","b","c","a","b","a","a","a","a","40.8847_-73.6174_20170902",40.8847,-73.6174,"2017-09-02 0:00:00"
3,3,6,0,6,8,10,"c","b","c","c","b","c","a","c","b","c","c","c","b","40.9079_-73.8842_20160805",40.9079,-73.8842,"2016-08-05 0:00:00"
3,0,0,0,3,7,6,"b","c","c","c","b","a","b","b","b","b","b","b","b","40.9079_-73.8896_20160805",40.9079,-73.8896,"2016-08-05 0:00:00"
3,0,4,4,2,4,1,"b","b","b","b","b","a","b","b","b","b","b","b","c","40.9138_-73.8835_20160805",40.9138,-73.8835,"2016-08-05 0:00:00"
