"WMFDH_SAMPLE_ID","WMFDH_MACRO_FAMILY"
"42.19683_-74.09661_20210821","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.19683_-74.09661_20210821","(DIPTERA) TIPULIDAE"
"42.19683_-74.09661_20210821","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.19683_-74.09661_20210821","(ODONATA: ANISOPTERA) CORDULEGASTRIDAE"
"42.19683_-74.09661_20210821","(COLEOPTERA) CURCULIONIDAE"
"42.19683_-74.09661_20210821","(TRICHOPTERA) GLOSSOSOMATIDAE"
"42.19683_-74.09661_20210821","(PLECOPTERA) PTERONARCIDAE"
"42.82753884090288_-73.88129233547046_20210910","(WORMLIKE) OLIGOCHAETA"
"42.82753884090288_-73.88129233547046_20210910","(DIPTERA) TIPULIDAE"
"42.82753884090288_-73.88129233547046_20210910","(ODONATA: ZYGOPTERA) CALOPTERYGIDAE"
"42.82753884090288_-73.88129233547046_20210910","(DIPTERA) CHIRONOMIDAE"
"42.82753884090288_-73.88129233547046_20210910","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.4044_-76.5127_20210913","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.4044_-76.5127_20210913","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.4044_-76.5127_20210913","(DIPTERA) ATHERICIDAE"
"42.4044_-76.5127_20210913","(EPHEMEROPTERA) OTHER"
"42.4044_-76.5127_20210913","(DIPTERA) TIPULIDAE"
"42.4044_-76.5127_20210913","(PLECOPTERA) PERLIDAE"
"42.4044_-76.5127_20210913","(DIPTERA: CHIRONOMIDAE) CHIRONOMUS"
"42.4044_-76.5127_20210913","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.4044_-76.5127_20210913","(EPHEMEROPTERA) BAETIDAE"
"42.4044_-76.5127_20210913","(MEGALOPTERA) CORYDALIDAE"
"42.4044_-76.5127_20210913","(COLEOPTERA) PSEPHENIDAE"
"42.4044_-76.5127_20210913","(TRICHOPTERA) HYDROPSYCHIDAE"
"43.01701_-76.21619_20210926","(WORMLIKE) OLIGOCHAETA"
"43.01701_-76.21619_20210926","(MOLLUSCA: GASTROPODA) LYMNAEIDAE"
"42.19243_-74.09073_20210926","(PLECOPTERA) PERLODIDAE"
"42.19243_-74.09073_20210926","(ODONATA: ANISOPTERA) AESHNIDAE"
"42.19243_-74.09073_20210926","(PLECOPTERA) PELTOPERLIDAE"
"42.19243_-74.09073_20210926","(TRICHOPTERA) HYDROPTILIDAE"
"42.19243_-74.09073_20210926","(MEGALOPTERA) CORYDALIDAE"
"42.19243_-74.09073_20210926","(EPHEMEROPTERA) BAETIDAE"
"42.19243_-74.09073_20210926","(DIPTERA) LIMONIIDAE"
"42.19243_-74.09073_20210926","(PLECOPTERA) PERLIDAE"
"42.19243_-74.09073_20210926","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.19243_-74.09073_20210926","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.1978899999993_-74.03895999999875_20210720","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"41.1978899999993_-74.03895999999875_20210720","(PLECOPTERA) PERLIDAE"
"41.1978899999993_-74.03895999999875_20210720","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"41.1978899999993_-74.03895999999875_20210720","(COLEOPTERA) PSEPHENIDAE"
"41.1978899999993_-74.03895999999875_20210720","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"41.1978899999993_-74.03895999999875_20210720","(COLEOPTERA) ELMIDAE"
"41.1978899999993_-74.03895999999875_20210720","(ODONATA: ANISOPTERA) GOMPHIDAE"
"41.1978899999993_-74.03895999999875_20210720","(TRICHOPTERA) RHYACOPHILIDAE"
"41.1978899999993_-74.03895999999875_20210720","(EPHEMEROPTERA) BAETIDAE"
"41.1978899999993_-74.03895999999875_20210720","(TRICHOPTERA) HYDROPTILIDAE"
"41.1978899999993_-74.03895999999875_20210720","(MEGALOPTERA) CORYDALIDAE"
"41.1978899999993_-74.03895999999875_20210720","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.16869_-73.99977_20210809","(EPHEMEROPTERA) LEPTOPHLEBIIDAE"
"41.16869_-73.99977_20210809","(WORMLIKE) HIRUDINEA"
"41.16869_-73.99977_20210809","(PLECOPTERA) PERLIDAE"
"41.16869_-73.99977_20210809","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.16869_-73.99977_20210809","(TRICHOPTERA) GLOSSOSOMATIDAE"
"41.16869_-73.99977_20210809","(PLECOPTERA) PTERONARCIDAE"
"41.16869_-73.99977_20210809","(COLEOPTERA) PSEPHENIDAE"
"41.16869_-73.99977_20210809","(WORMLIKE) OLIGOCHAETA"
"41.16869_-73.99977_20210809","(DIPTERA) TIPULIDAE"
"41.16869_-73.99977_20210809","(EPHEMEROPTERA) ISONYCHIIDAE"
"41.16869_-73.99977_20210809","(TRICHOPTERA) HYDROPSYCHIDAE"
"41.16869_-73.99977_20210809","(OTHER) "
"41.16869_-73.99977_20210809","(EPHEMEROPTERA) HEPTAGENIIDAE"
"41.16869_-73.99977_20210809","(COLEOPTERA) PSEPHENIDAE"
"42.57864_-78.253237_20210728","(COLEOPTERA) PSEPHENIDAE"
"42.57864_-78.253237_20210728","(DIPTERA) TIPULIDAE"
"42.57864_-78.253237_20210728","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.57864_-78.253237_20210728","(PLECOPTERA) PERLIDAE"
"42.57864_-78.253237_20210728","(DIPTERA) CHIRONOMIDAE"
"42.57864_-78.253237_20210728","(COLEOPTERA) ELMIDAE"
"42.57864_-78.253237_20210728","(TRICHOPTERA) ODONTOCERIDAE"
"42.57864_-78.253237_20210728","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.57864_-78.253237_20210728","(TRICHOPTERA) RHYACOPHILIDAE"
"42.57864_-78.253237_20210728","(WORMLIKE) OLIGOCHAETA"
"42.57864_-78.253237_20210728","() "
"42.57864_-78.253237_20210728","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.57864_-78.253237_20210728","(EPHEMEROPTERA) BAETIDAE"
"42.5595_-78.158155_20210816","(MEGALOPTERA) CORYDALIDAE"
"42.5595_-78.158155_20210816","(DIPTERA) TIPULIDAE"
"42.5595_-78.158155_20210816","(DIPTERA) ATHERICIDAE"
"42.5595_-78.158155_20210816","(WORMLIKE) OLIGOCHAETA"
"42.5595_-78.158155_20210816","(COLEOPTERA) PSEPHENIDAE"
"42.5595_-78.158155_20210816","(COLEOPTERA) ELMIDAE"
"42.5595_-78.158155_20210816","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.5595_-78.158155_20210816","(EPHEMEROPTERA) LEPTOHYPHIDAE"
"42.5595_-78.158155_20210816","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.5595_-78.158155_20210816","(PLECOPTERA) PERLIDAE"
"42.5595_-78.158155_20210816","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.5595_-78.158155_20210816","(EPHEMEROPTERA) BAETIDAE"
"42.5595_-78.158155_20210816","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.84864_-78.04354_20210730","(DIPTERA) TIPULIDAE"
"42.84864_-78.04354_20210730","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.84864_-78.04354_20210730","(WORMLIKE) OLIGOCHAETA"
"42.84864_-78.04354_20210730","(EPHEMEROPTERA) BAETIDAE"
"42.84864_-78.04354_20210730","(ODONATA: ANISOPTERA) AESHNIDAE"
"42.84864_-78.04354_20210730","(DIPTERA) ATHERICIDAE"
"42.84864_-78.04354_20210730","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.84864_-78.04354_20210730","(TRICHOPTERA) LIMNEPHILIDAE"
"42.84864_-78.04354_20210730","(COLEOPTERA) PSEPHENIDAE"
"42.84864_-78.04354_20210730","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.84864_-78.04354_20210730","(MEGALOPTERA) SIALIDAE"
"42.84864_-78.04354_20210730","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.84864_-78.04354_20210730","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.84864_-78.04354_20210730","(OTHER) "
"42.84864_-78.04354_20210730","(DIPTERA: CHIRONOMIDAE) "
"42.84864_-78.04354_20210730","(COLEOPTERA) ELMIDAE"
"42.56312_-78.343175_20210830","(DIPTERA: CHIRONOMIDAE)"
"42.56312_-78.343175_20210830","(TRICHOPTERA) BRACHYCENTRIDAE"
"42.56312_-78.343175_20210830","(TRICHOPTERA) ODONTOCERIDAE"
"42.56312_-78.343175_20210830","(MEGALOPTERA) CORYDALIDAE"
"42.56312_-78.343175_20210830","(PLECOPTERA) PERLIDAE"
"42.56312_-78.343175_20210830","(MEGALOPTERA) CORYDALIDAE"
"42.56312_-78.343175_20210830","(ODONATA: ANISOPTERA) AESHNIDAE"
"42.56312_-78.343175_20210830","(TRICHOPTERA) RHYACOPHILIDAE"
"42.56312_-78.343175_20210830","(COLEOPTERA) PSEPHENIDAE"
"42.56312_-78.343175_20210830","(COLEOPTERA) ELMIDAE"
"42.56312_-78.343175_20210830","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.56312_-78.343175_20210830","(DIPTERA) TIPULIDAE"
"42.56312_-78.343175_20210830","(EPHEMEROPTERA) BAETIDAE"
"42.56312_-78.343175_20210830","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.56312_-78.343175_20210830","(DIPTERA) TIPULIDAE"
"42.56312_-78.343175_20210830","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.56312_-78.343175_20210830","(PLECOPTERA) LEUCTRIDAE"
"42.56312_-78.343175_20210830","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.56312_-78.343175_20210830","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.56312_-78.343175_20210830","(MOLLUSCA: GASTROPODA) PHYSIDAE"
"42.56312_-78.343175_20210830","(CRUSTACEA: ISOPODA) ASELLOTA"
"42.56312_-78.343175_20210830","(DIPTERA: CHIRONOMIDAE) "
"42.56312_-78.343175_20210830","(DIPTERA) ATHERICIDAE"
"42.56312_-78.343175_20210830","(COLEOPTERA) PSEPHENIDAE"
"42.56312_-78.343175_20210830","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.74066_-78.136131_20210827","(TRICHOPTERA) ODONTOCERIDAE"
"43.4365_-75.89164_20210711","(TRICHOPTERA) ODONTOCERIDAE"
"42.74066_-78.136131_20210827","(TRICHOPTERA) HYDROPSYCHIDAE"
"43.4365_-75.89164_20210711","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.74066_-78.136131_20210827","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"43.4365_-75.89164_20210711","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.74066_-78.136131_20210827","(EPHEMEROPTERA) HEPTAGENIIDAE"
"43.4365_-75.89164_20210711","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.74066_-78.136131_20210827","(TRICHOPTERA) HELICOPSYCHIDAE"
"43.4365_-75.89164_20210711","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.74066_-78.136131_20210827","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"43.4365_-75.89164_20210711","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.74066_-78.136131_20210827","(TRICHOPTERA) HYDROPTILIDAE"
"43.4365_-75.89164_20210711","(TRICHOPTERA) HYDROPTILIDAE"
"42.74066_-78.136131_20210827","(COLEOPTERA) ELMIDAE"
"43.4365_-75.89164_20210711","(COLEOPTERA) ELMIDAE"
"42.74066_-78.136131_20210827","(DIPTERA: CHIRONOMIDAE) "
"43.4365_-75.89164_20210711","(DIPTERA: CHIRONOMIDAE) "
"42.74066_-78.136131_20210827","(COLEOPTERA) PSEPHENIDAE"
"43.4365_-75.89164_20210711","(COLEOPTERA) PSEPHENIDAE"
"42.74066_-78.136131_20210827","(MOLLUSCA: GASTROPODA) PHYSIDAE"
"43.4365_-75.89164_20210711","(MOLLUSCA: GASTROPODA) PHYSIDAE"
"42.74066_-78.136131_20210827","(EPHEMEROPTERA) BAETIDAE"
"43.4365_-75.89164_20210711","(EPHEMEROPTERA) BAETIDAE"
"42.74066_-78.136131_20210827","(WORMLIKE) OLIGOCHAETA"
"43.4365_-75.89164_20210711","(WORMLIKE) OLIGOCHAETA"
"42.81588_-78.167549_20210730","(EPHEMEROPTERA) BAETIDAE"
"42.81588_-78.167549_20210730","(COLEOPTERA) PSEPHENIDAE"
"42.81588_-78.167549_20210730","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.81588_-78.167549_20210730","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.81588_-78.167549_20210730","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.81588_-78.167549_20210730","(TRICHOPTERA) PHRYGANEIDAE"
"42.81588_-78.167549_20210730","(DIPTERA) CHIRONOMIDAE"
"42.81588_-78.167549_20210730","(ODONATA: ANISOPTERA) AESHNIDAE"
"42.81588_-78.167549_20210730","(DIPTERA) TIPULIDAE"
"42.81588_-78.167549_20210730","(DIPTERA) ATHERICIDAE"
"42.81588_-78.167549_20210730","(COLEOPTERA) ELMIDAE"
"42.81588_-78.167549_20210730","(PLECOPTERA) PERLIDAE"
"42.81588_-78.167549_20210730","(MEGALOPTERA) CORYDALIDAE"
"42.81588_-78.167549_20210730","(DIPTERA) SIMULIIDAE"
"42.81588_-78.167549_20210730","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.53474_-78.422557_20210908","(COLEOPTERA) ELMIDAE"
"42.53474_-78.422557_20210908","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.53474_-78.422557_20210908","(DIPTERA) ATHERICIDAE"
"42.53474_-78.422557_20210908","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.53474_-78.422557_20210908","(DIPTERA: CHIRONOMIDAE) "
"42.53474_-78.422557_20210908","(WORMLIKE) OTHER"
"42.53474_-78.422557_20210908","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.53474_-78.422557_20210908","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.53474_-78.422557_20210908","(DIPTERA) TIPULIDAE"
"42.53474_-78.422557_20210908","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.53474_-78.422557_20210908","(TRICHOPTERA) ODONTOCERIDAE"
"42.60986_-78.257826_20210817","(TRICHOPTERA) ODONTOCERIDAE"
"42.60986_-78.257826_20210817","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.60986_-78.257826_20210817","() "
"42.60986_-78.257826_20210817","(DIPTERA: CHIRONOMIDAE) "
"42.60986_-78.257826_20210817","(COLEOPTERA) ELMIDAE"
"42.60986_-78.257826_20210817","(TRICHOPTERA) POLYCENTROPODIDAE"
"42.60986_-78.257826_20210817","(MOLLUSCA: GASTROPODA) PHYSIDAE"
"42.60986_-78.257826_20210817","(TRICHOPTERA) GLOSSOSOMATIDAE"
"42.60986_-78.257826_20210817","(WORMLIKE) OLIGOCHAETA"
"42.60986_-78.257826_20210817","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.60986_-78.257826_20210817","(EPHEMEROPTERA) BAETIDAE"
"42.53515_-78.096638_20210824","(DIPTERA) UNDET. DIPTERA"
"42.53515_-78.096638_20210824","() "
"42.53515_-78.096638_20210824","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.53515_-78.096638_20210824","(COLEOPTERA) PSEPHENIDAE"
"42.53515_-78.096638_20210824","(COLEOPTERA) ELMIDAE"
"42.53515_-78.096638_20210824","(MEGALOPTERA) SIALIDAE"
"42.53515_-78.096638_20210824","(WORMLIKE) OLIGOCHAETA"
"42.53515_-78.096638_20210824","(MOLLUSCA: BIVALVIA) UNIONIDAE"
"42.53515_-78.096638_20210824","(DIPTERA) ATHERICIDAE"
"42.53515_-78.096638_20210824","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.53515_-78.096638_20210824","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.53515_-78.096638_20210824","(MOLLUSCA: GASTROPODA) PHYSIDAE"
"42.53515_-78.096638_20210824","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.53515_-78.096638_20210824","(TRICHOPTERA) LEPIDOSTOMATIDAE"
"42.53515_-78.096638_20210824","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.53515_-78.096638_20210824","(TRICHOPTERA) ODONTOCERIDAE"
"42.53522_-78.421988_20210908","(COLEOPTERA) ELMIDAE"
"42.53522_-78.421988_20210908","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.53522_-78.421988_20210908","(DIPTERA) TIPULIDAE"
"42.53522_-78.421988_20210908","(PLECOPTERA) PERLIDAE"
"42.53522_-78.421988_20210908","(COLEOPTERA) PSEPHENIDAE"
"42.53522_-78.421988_20210908","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.53522_-78.421988_20210908","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.53522_-78.421988_20210908","(DIPTERA: CHIRONOMIDAE) "
"42.53522_-78.421988_20210908","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.53522_-78.421988_20210908","(ODONATA: ZYGOPTERA) COENAGRIONIDAE"
"42.53522_-78.421988_20210908","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.53522_-78.421988_20210908","() "
"42.53522_-78.421988_20210908","(TRICHOPTERA) ODONTOCERIDAE"
"42.53522_-78.421988_20210908","(MEGALOPTERA) CORYDALIDAE"
"42.53522_-78.421988_20210908","(TRICHOPTERA) BRACHYCENTRIDAE"
"42.53522_-78.421988_20210908","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.53522_-78.421988_20210908","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.53522_-78.421988_20210908","(EPHEMEROPTERA) BAETIDAE"
"42.53522_-78.421988_20210908","(PLECOPTERA) PERLIDAE"
"42.53522_-78.421988_20210908","(DIPTERA) ATHERICIDAE"
"42.53522_-78.421988_20210908","(EPHEMEROPTERA) HEPTAGENIIDAE"
"42.53522_-78.421988_20210908","(MEGALOPTERA) CORYDALIDAE"
"42.53522_-78.421988_20210908","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.53522_-78.421988_20210908","(WORMLIKE) OLIGOCHAETA"
"42.55988_-78.377997_20210901","(MOLLUSCA: BIVALVIA) UNIONIDAE"
"42.55988_-78.377997_20210901","(TRICHOPTERA) ODONTOCERIDAE"
"42.55988_-78.377997_20210901","(MEGALOPTERA) CORYDALIDAE"
"42.55988_-78.377997_20210901","(COLEOPTERA) ELMIDAE"
"42.55988_-78.377997_20210901","(COLEOPTERA) PSEPHENIDAE"
"42.55988_-78.377997_20210901","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.55988_-78.377997_20210901","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.55988_-78.377997_20210901","(PLECOPTERA) PERLIDAE"
"42.55988_-78.377997_20210901","(DIPTERA) ATHERICIDAE"
"42.55988_-78.377997_20210901","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.55988_-78.377997_20210901","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.55988_-78.377997_20210901","(WORMLIKE) OLIGOCHAETA"
"42.55988_-78.377997_20210901","(DIPTERA: CHIRONOMIDAE) "
"42.55988_-78.377997_20210901","(DIPTERA) TIPULIDAE"
"42.55988_-78.377997_20210901","(EPHEMEROPTERA) BAETIDAE"
"42.5716_-78.171552_20210825","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.5716_-78.171552_20210825","(TRICHOPTERA) ODONTOCERIDAE"
"42.5716_-78.171552_20210825","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.5716_-78.171552_20210825","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.5716_-78.171552_20210825","(WORMLIKE) OLIGOCHAETA"
"42.5716_-78.171552_20210825","(DIPTERA: CHIRONOMIDAE) "
"42.5716_-78.171552_20210825","(DIPTERA) TIPULIDAE"
"42.6392_-78.138339_20210824","(TRICHOPTERA) HYDROPSYCHIDAE"
"42.6392_-78.138339_20210824","(DIPTERA) CHIRONOMIDAE"
"42.6392_-78.138339_20210824","(TRICHOPTERA) ODONTOCERIDAE"
"42.6392_-78.138339_20210824","(DIPTERA) ATHERICIDAE"
"42.6392_-78.138339_20210824","(MEGALOPTERA) CORYDALIDAE"
"42.6392_-78.138339_20210824","(WORMLIKE) TRICLADIDA, PLANARIDAE"
"42.6392_-78.138339_20210824","(MOLLUSCA: GASTROPODA) LYMNAEIDAE"
"42.6392_-78.138339_20210824","(TRICHOPTERA) HELICOPSYCHIDAE"
"42.6392_-78.138339_20210824","(COLEOPTERA) ELMIDAE"
"42.6392_-78.138339_20210824","(ODONATA: ANISOPTERA) GOMPHIDAE"
"42.6392_-78.138339_20210824","(CRUSTACEA: AMPHIPODA) GAMMARIDEA"
"42.6392_-78.138339_20210824","(DIPTERA) TIPULIDAE"
"42.6392_-78.138339_20210824","(MOLLUSCA: BIVALVIA) CORBICULIDAE"
"42.6392_-78.138339_20210824","() "
"42.6392_-78.138339_20210824","(TRICHOPTERA) PHILOPOTAMIDAE"
"42.5598_-73.5014273_20210814","(PLECOPTERA) PERLIDAE"
"42.5598_-73.5014273_20210814","(MEGALOPTERA) CORYDALIDAE"
"42.5598_-73.5014273_20210814","(CRUSTACEA: DECAPODA) PLEOCYEMATA: CAMBARIDAE"
"42.5598_-73.5014273_20210814","(HEMIPTERA) "
"42.5598_-73.5014273_20210814","(EPHEMEROPTERA) ISONYCHIIDAE"
"42.5598_-73.5014273_20210814","(COLEOPTERA) ELMIDAE"
